TL_r3_3 3-th Error Data(Design-Set)
Theta, R, Z, 
0.0,0.0,0.0,
0.0,-3.98365500587e-07,-5.95106664392e-07,
0.0,-2.50520178469e-06,-1.96924293938e-06,
0.0,5.15973695769e-07,-2.02043050557e-06,
0.0,-1.91544565098e-07,2.88578114294e-07,
0.0,1.88221422661e-05,-0.000236381174691,
0.0,-0.000107353989854,0.000147818983189,
0.0,0.000301216146198,-4.60446668171e-05,
0.0,-0.000232829799813,1.78794111321e-05,
0.0,3.33251732911e-05,-1.98444105521e-05,
0.0,2.32360896035e-05,1.56859303004e-05,
0.0,-0.000140331960168,1.16832626915e-05,
0.0,0.000120489309921,6.66521259518e-06,
0.0,1.16147145803e-05,-9.43061952796e-06,
0.0,-0.000113286260927,7.64243544467e-05,
0.0,0.000196013902809,-0.000125049454127,
0.0,-0.000255805527729,8.47573195557e-05,
0.0,0.000208319491605,-3.69372825162e-05,
0.0,-0.000173162378729,2.8871449814e-05,
0.0,0.000149544587117,-8.39345324266e-06,
0.0,-1.81033141899e-05,1.80571700525e-06,
0.0,-5.28721874957e-05,-2.25518819548e-05,
0.0,1.78063288843e-05,2.32714251069e-05,
0.0,-0.000185378189585,-3.55702811135e-05,
0.0,0.00023786293194,6.74052197382e-05,
0.0,-0.000220401128985,-0.000107043828763,
0.0,3.03305252061e-05,-1.04050512846e-05,
0.0,0.000267114565446,7.12018200772e-05,
0.0,-0.000163949619704,-4.79879414002e-05,
0.0,4.91946068024e-05,2.35789292446e-05,
0.0,0.000125801300626,0.000105538244611,
0.0,-6.9009949442e-05,-0.000137882624813,
0.0,9.09997562388e-05,0.00012134438947,
0.0,-0.000247721114405,-0.00010313892767,
0.0,0.000179276697871,-1.07893830545e-05,
0.0,1.61072934972e-05,7.77365793851e-05,
0.0,-1.0455294607e-05,-2.39246588762e-06,
0.0,-6.90637332212e-05,-6.99968916251e-06,
0.0,6.85348181122e-05,3.41483098509e-06,
0.0,-1.65337373801e-05,-4.91715516091e-05,
-0.000202038628044,1.97101730492e-06,8.6580274683e-07,
