TL_r3_4 4-th Error Data(Design-Set)
Theta, R, Z, 
0.0,0.0,0.0,
0.0,-3.97444544831e-07,4.03887549183e-07,
0.0,4.84723777561e-07,4.2372404252e-08,
0.0,-8.93135876368e-07,9.15257274414e-07,
0.0,8.08254490892e-07,-7.1011269398e-07,
0.0,1.78657877115e-06,-8.60027352267e-06,
0.0,-5.83807818089e-06,5.82062316568e-06,
0.0,1.20811008628e-05,-4.34214949863e-06,
0.0,-9.17170677894e-06,1.24955063541e-06,
0.0,1.52721688096e-06,-1.23000035046e-06,
0.0,9.17114562071e-09,-1.26416942692e-07,
0.0,-2.62363352022e-06,6.89007045196e-07,
0.0,2.84933024375e-06,1.04904937359e-06,
0.0,3.77031895482e-07,-8.31340045693e-07,
0.0,-4.14707027119e-06,3.10633147649e-06,
0.0,8.1324330381e-06,-4.16206206921e-06,
0.0,-7.43619347077e-06,2.54222720741e-06,
0.0,5.9355860742e-06,-1.09360192369e-06,
0.0,-5.70760995799e-06,6.80561015542e-07,
0.0,3.34617355691e-06,4.67674794891e-07,
0.0,-4.51549055924e-07,-1.20642368984e-07,
0.0,-5.33291029114e-08,1.50441593405e-07,
0.0,3.46035974985e-07,5.36528688144e-07,
0.0,-5.14051380662e-06,-5.77071858743e-07,
0.0,5.39528225829e-06,1.95143343262e-06,
0.0,-6.11401969763e-06,-2.95790201221e-06,
0.0,1.68886568019e-06,2.3862256171e-07,
0.0,2.85219880425e-06,-7.46296677789e-08,
0.0,-2.04224571121e-06,-4.56089139789e-07,
0.0,8.83017449382e-07,1.19793583053e-07,
0.0,1.75616889919e-06,2.6596889029e-06,
0.0,-3.29924749565e-06,-3.82560716616e-06,
0.0,3.55391681239e-06,2.35236984736e-06,
0.0,-7.88514474692e-06,-4.08947960295e-06,
0.0,7.66783133344e-06,1.80269222483e-06,
0.0,-2.89781406337e-06,2.651528348e-07,
0.0,-5.5329144999e-07,-5.02510090428e-07,
0.0,-1.69509068115e-06,-2.56765702034e-08,
0.0,5.89109838245e-07,4.90431318667e-07,
0.0,-1.17464978189e-06,-8.22314859761e-07,
-0.000202037279843,-1.85328708824e-07,-1.13830196824e-07,
