TL_r3_2 2-th Error Data(Design-Set)
Theta, R, Z, 
0.0,0.0,0.0,
0.0,-0.000717767653882,-0.000240556392949,
0.0,-0.000174056753046,-0.000823523274922,
0.0,1.61291492802e-05,-0.000159467063305,
0.0,-1.1948156029e-06,2.49348119041e-07,
0.0,-0.00065087014206,-0.0062914780243,
0.0,-0.00114180548645,0.00709008125026,
0.0,0.00841383269601,0.00537196270195,
0.0,-0.00619362575425,0.00221322418039,
0.0,-0.00114401474423,-0.00236212836138,
0.0,-0.00269809783582,-0.000448071259136,
0.0,-0.0073388936337,-0.000564693628853,
0.0,0.00943814994642,-0.00111108300648,
0.0,0.00807582664521,-0.000194827435365,
0.0,-0.00145910769308,0.00210564594279,
0.0,0.00155247596157,-0.00468584746103,
0.0,-0.0128178141345,0.00177967031591,
0.0,0.00533089599504,-0.00156518429523,
0.0,-0.00358529578197,0.000785094431279,
0.0,0.00716474949624,-0.000619624438599,
0.0,-0.00880755202969,-0.00164862159241,
0.0,-0.00463740647461,-0.00443815894963,
0.0,0.00167638202386,-0.00102653620098,
0.0,-0.00560951521035,-0.00162249605393,
0.0,0.00377725737651,0.00177087475478,
0.0,-0.00720203022384,-0.00625917141045,
0.0,0.00621606545737,-0.0041199147517,
0.0,0.0242989358475,0.00369869909312,
0.0,-0.00997388662071,-0.00595678421149,
0.0,-0.00872773553944,-0.00783737741233,
0.0,0.00463072191447,0.000219405749988,
0.0,0.00245668851694,-0.00630245575752,
0.0,0.00421588651467,0.00221420020705,
0.0,-0.00735800352182,-0.00630289142254,
0.0,0.0052226498638,-0.0061319900409,
0.0,0.00416350812181,0.00277071648497,
0.0,-0.00123488777081,0.0028301756638,
0.0,-0.00533835380112,0.00313021944947,
0.0,0.00272318779188,0.00322186788236,
0.0,0.00104694562305,-0.00255697796081,
-0.000201952605701,-3.52521668745e-05,-8.08977068232e-05,
