TL_r3_3 3-th Conditioner Data  
Theta, R, Z, 
0.0,4.27435864481e-15,0.0,
0.125,0.000197488971959,1.8737050925e-05,
0.25,0.0013039914752,0.00095442074616,
0.375,-7.29331328608e-05,0.000305506967941,
0.5,5.87441540745e-07,5.22475849096e-06,
0.625,0.00560107909682,-0.0416425346834,
0.75,0.00178407685582,-0.0281586567394,
0.875,-0.0133357668964,0.00413525533816,
1.0,0.00163681010949,0.0150033912878,
1.125,0.00723242183937,0.00585747250602,
1.25,0.00559943841539,-0.00445702429016,
1.375,0.0229929920653,0.000185655025425,
1.5,0.0299655991847,0.00520059717737,
1.625,0.00469599364491,0.00654506595907,
1.75,-0.00851945939917,0.0147225359987,
1.875,-0.020526973859,0.0071460591398,
2.0,-0.0247466865111,0.0104829504044,
2.125,-0.00442528724685,0.00722473709339,
2.25,0.0172473653225,0.00608402544854,
2.375,0.0358254622771,0.00962882887918,
2.5,0.013510769363,0.0118907253401,
2.625,0.00762150226288,0.0120657302286,
2.75,-0.00987384005317,0.0101051972495,
2.875,-0.0197529836361,0.00823260155004,
3.0,-0.0154559723284,0.0114385234094,
3.125,-0.00319304978142,0.00651972749797,
3.25,0.0212507274493,0.0150680970054,
3.375,0.035478973846,0.0269663860717,
3.5,0.0135082207099,0.0217869566681,
3.625,-0.00416337066273,0.0118913397824,
3.75,-0.00481305382552,0.00792892738106,
3.875,-0.00549089542166,-0.000899661650934,
4.0,-0.0110745358505,0.00429222703463,
4.125,-0.0108638297429,0.00995294688981,
4.25,0.0161995078633,0.0437942420278,
4.375,-0.00565036327219,0.0703921701149,
4.5,-0.00212878154122,0.00313716222833,
4.625,-0.0036566356406,0.00551827244296,
4.75,0.00786139424166,-0.0109069459925,
4.875,0.0109337213824,-0.0151279405176,
4.96459497119,-0.000426125778438,0.00016181907462,
