Node ID,X,Y,Z,R, Theta(Deg.),Theta(turn.), 
1000001,54.1951629279,-4.60195284102e-08,-1.40950053629e-07,54.1951629279,0.0,0.0,
1000002,53.3218136817,7.02238350691,0.523585379694,53.7822432074,7.50257036212,0.0208404732281,
1000003,51.9014355635,13.9513189872,1.07885314636,53.7438211801,15.0456919297,0.0417935886937,
1000004,49.7979095358,20.6996870433,1.66960078389,53.9287385151,22.571376785,0.0626982688472,
1000005,46.8832519305,27.1341597072,2.29605153348,54.1691972859,30.0605498144,0.0835015272621,
1000006,43.085235,33.0853768624,2.95221321979,54.3229199982,37.5208466757,0.104224574099,
1000007,38.4346244063,38.3947908421,3.6256495445,54.3266078185,44.9702939961,0.124917483323,
1000008,33.0666024898,42.9788916548,4.30149509286,54.2271641163,52.4264529527,0.14562903598,
1000009,27.1479937464,46.8298256076,4.96732431236,54.1299005254,59.8984493235,0.166384581454,
1000010,20.8051079883,49.9373517334,5.61332970817,54.097981631,67.3822095093,0.187172804192,
1000011,14.1348864335,52.2683388661,6.23025745904,54.1458609896,74.8675055083,0.207965293079,
1000012,7.22578322336,53.762503003,6.80764230066,54.2459092683,82.3452094318,0.228736692866,
1000013,0.1767661379,54.3325756378,7.33248376415,54.3328631834,89.813594003,0.249482205564,
1000014,-6.88575287945,53.8952548414,7.79194849015,54.3333423151,97.2807660757,0.27022435021,
1000015,-13.8221173486,52.4744984797,8.18778070779,54.2643890475,104.756876738,0.290991324272,
1000016,-20.5087199931,50.1361849342,8.52802984383,54.1686683934,112.247518498,0.311798662495,
1000017,-26.8372928802,46.9486487587,8.82192577267,54.0778689429,119.753614527,0.33264892924,
1000018,-32.7073724927,42.9769446942,9.07907976475,54.0073142327,127.272753692,0.353535426923,
1000019,-38.0186744594,38.2829670597,9.30908453788,53.9537317944,134.801540443,0.374448723452,
1000020,-42.6735846617,32.9365162179,9.51805961409,53.9059266542,142.338162021,0.395383783391,
1000021,-46.6082722999,27.0385402464,9.69747693104,53.8833342087,149.880984991,0.416336069418,
1000022,-49.7744179624,20.6936021198,9.83501063238,53.9047108534,157.425011414,0.437291698373,
1000023,-52.125161335,14.0027165697,9.91838016458,53.9732203554,164.963268885,0.458231302458,
1000024,-53.611870861,7.06821964062,9.93517885623,54.0758025933,172.489408061,0.479137244614,
1000025,-54.1849197669,-5.78410622869e-05,9.87300368859,54.1849197669,180.000061163,0.500000169896,
1000026,-53.4110415142,-9.86859367737,9.65887953043,54.315085352,190.468305083,0.52907862523,
1000027,-50.8985806696,-19.4434775855,9.39937033563,54.485909507,200.90707278,0.558075202167,
1000028,-46.7687863625,-28.4420110561,9.22304850829,54.7381710576,211.305494402,0.586959706672,
1000029,-41.1278503843,-36.5794198393,9.25752221618,55.0413847302,221.650135016,0.61569481949,
1000030,-34.1068431276,-43.5500793515,9.62284412125,55.3162377576,231.933240422,0.644259001172,
1000031,-25.9732368836,-49.1505470689,10.3525890681,55.5912341236,242.146124507,0.672628123629,
1000032,-17.038113683,-53.283629709,11.4271856637,55.9414203684,252.267666108,0.700743516965,
1000033,-7.58064801195,-55.8651769696,12.829857599,56.3771604652,262.272425029,0.728534513968,
1000034,2.12700612364,-56.8028068311,14.5456517953,56.8426162218,272.144463783,0.755956843841,
1000035,11.8002611026,-56.0638573125,16.5344895364,57.2922530439,281.88605863,0.783016829528,
1000036,21.185499878,-53.7651943312,18.7110538547,57.7885933948,291.50629743,0.809739715083,
1000037,30.0771422114,-50.043457073,20.9936217099,58.3864888431,301.006728915,0.836129802541,
1000038,38.296063124,-45.0215787404,23.3087982234,59.1060995421,310.385011515,0.86218058754,
1000039,45.6702046207,-38.8121982115,25.5880228794,59.9345836735,319.640908683,0.887891413009,
1000040,52.052927469,-31.5631140948,27.7909117126,60.874768414,328.768810843,0.913246696787,
1000041,57.3347825199,-23.453645125,29.9089164994,61.9463538576,337.752254597,0.938200707213,
1000042,61.4122094481,-14.6551745513,31.9357106588,63.1366265366,346.578175343,0.962717153731,
1000043,64.1813274805,-5.34112171121,33.8632033477,64.403186088,355.242849985,0.986785694402,
1000044,65.5451670621,4.30051977988,35.6804346911,65.6860974299,3.75388420702,1.01042745613,
1000045,65.4834295211,14.0594861979,37.383982033,66.9757321273,12.1176120313,1.03366003342,
1000046,64.0656654284,23.7332937936,38.9858185488,68.3204121847,20.3272809569,1.05646466932,
1000047,61.3553034199,33.1421175504,40.4996273924,69.7343044238,28.3764592746,1.07882349798,
1000048,57.4025085985,42.1125343544,41.9375644974,71.1934936856,36.2651050369,1.10073640288,
1000049,52.2529256841,50.4643070662,43.3089918703,72.6430625058,44.00240749,1.12222890969,
1000050,45.9725102009,58.0125562811,44.6208221725,74.0197837097,51.6046560512,1.14334626681,
1000051,38.7145114308,64.6366668616,45.8879654153,75.3439586052,59.0802518862,1.1641118108,
1000052,30.6566690555,70.2672995814,47.1309852777,76.663712068,66.4290100767,1.18452502799,
1000053,21.9591960382,74.8497828035,48.37070079,78.0044631825,73.6495309101,1.20458203031,
1000054,12.7687257253,78.3344400418,49.6269994958,79.3682861936,80.7420540515,1.22428348348,
1000055,3.22680112549,80.6721805143,50.9179085556,80.7366890232,87.709451007,1.24363736391,
1000056,-6.52365719773,81.8199628576,52.2584507612,82.0796224726,94.5586549087,1.2626629303,
1000057,-16.3340958715,81.7869322192,53.6546955006,83.4020681384,101.294242967,1.28137289713,
1000058,-26.0656965646,80.6112638034,55.1085171493,84.7206963462,107.918642336,1.29977400649,
1000059,-35.5871018666,78.3207984114,56.6222714533,86.0266777405,114.435914271,1.31787753964,
1000060,-44.7652843286,74.934760533,58.197876228,87.2877369231,120.853676925,1.33570465813,
1000061,-53.4582786177,70.4702494709,59.8355289711,88.452493539,127.183720445,1.35328811235,
1000062,-61.5114697116,64.9527577189,61.5321322438,89.4568143932,133.441277521,1.37067021533,
1000063,-68.7688378103,58.4375648583,63.2800084338,90.244678737,139.643177932,1.38789771648,
1000064,-75.1408097872,51.0630972842,65.0699020177,90.8492223398,145.80132715,1.40500368653,
1000065,-80.5796728048,42.9833435312,66.8960568461,91.3271673186,151.923351378,1.42200930938,
1000066,-85.040070529,34.3317564539,68.7556243647,91.7086860488,158.015444556,1.43893179043,
1000067,-88.4694967285,25.2288769386,70.6470600162,91.9964569045,164.08342161,1.45578728225,
1000068,-90.8038514482,15.791600935,72.5687199471,92.1667732858,170.134421645,1.47259561568,
1000069,-91.966943553,6.14580242913,74.5168950865,92.1720651498,176.176824459,1.48938006794,
1000070,-91.8792630594,-3.56473755264,76.4844762065,91.9483895137,182.22185094,1.50617180817,
1000071,-90.537118637,-13.1804817011,78.4627952497,91.4915020587,188.282986307,1.5230082953,
1000072,-88.0224334418,-22.5574049265,80.4481176219,90.8668548263,194.373790406,1.53992719557,
1000073,-84.4158710274,-31.5701741345,82.4408864108,90.1261070733,200.504986018,1.55695829449,
1000074,-79.7869880005,-40.100400548,84.4439483401,89.2972876313,206.683793052,1.57412164737,
1000075,-74.193276264,-48.0275167846,86.4615342378,88.3814721041,212.916184337,1.59143384538,
1000076,-67.6853457376,-55.2171741901,88.4974396308,87.351258452,219.207295811,1.60890915503,
1000077,-60.3163877738,-61.5135689238,90.5533260301,86.1509477361,225.563007829,1.62656391064,
1000078,-52.1790941082,-66.7742075,92.6232667033,84.7434519548,231.995010205,1.6444305839,
1000079,-43.434009781,-70.9489359031,94.6925504829,83.1881284285,238.525577359,1.66257104822,
1000080,-34.240235004,-74.0210526672,96.7499609293,81.5567896076,245.175952872,1.68104431353,
1000081,-24.7426630461,-75.9812848855,98.7883715023,79.9084164995,251.962598444,1.69989610679,
1000082,-15.075943846,-76.8159119133,100.803229853,78.2813413651,258.896221327,1.71915617035,
1000083,-5.37311575722,-76.4988970222,102.790858597,76.6873628348,265.982267646,1.73883963235,
1000084,4.22280214543,-74.9897179104,104.746749704,75.1085204903,273.223021662,1.75895283795,
1000085,13.5602162374,-72.2854192601,106.667367646,73.5463207919,280.624785564,1.77951329323,
1000086,22.4983109104,-68.4465458516,108.554325318,72.0493138957,288.195642338,1.80054345094,
1000087,30.90782531,-63.5459961106,110.41351184,70.6639037068,295.937597728,1.82204888258,
1000088,38.6638086627,-57.6599466797,112.253681979,69.4230476961,303.843782056,1.84401050571,
1000089,45.6393522355,-50.8649213096,114.085587465,68.3387934654,311.900541988,1.86639039441,
1000090,51.6989228896,-43.2429798025,115.91992777,67.3998066032,320.089584613,1.88913773504,
1000091,56.736594974,-34.9103828085,117.755616766,66.6166348376,328.395753602,1.91221042667,
1000092,60.6945292971,-26.0120993208,119.583133276,66.0337428719,336.801283324,1.93555912034,
1000093,63.5354925337,-16.6936333242,121.395137211,65.6919797621,345.278564054,1.95910712237,
1000094,65.2347804224,-7.09703733417,123.186237408,65.6196960956,353.791083181,1.98275300884,
1000095,65.7748746942,2.63847260781,124.952132736,65.8277728526,2.29711328153,2.00638087023,
1000096,65.1475337956,12.373639305,126.690935629,66.3122018131,10.754238863,2.02987288573,
1000097,63.3608817651,21.9682311497,128.406043598,67.0611997946,19.1222493652,2.05311735935,
1000098,60.4314935067,31.2813078079,130.101071518,68.0476717134,27.3675546021,2.07602098501,
1000099,56.3863529929,40.1699854353,131.778287616,69.2318462393,35.4663059383,2.0985175165,
1000100,51.2685441841,48.4907560972,133.438013407,70.5678187961,43.4050166822,2.12056949078,
1000101,45.1468371817,56.1072753969,135.078930975,72.0157153681,51.1780321786,2.1421612005,
1000102,38.1367899211,62.9191214796,136.705684741,73.5746599941,58.7789406266,2.16327483507,
1000103,30.3611956218,68.8442542859,138.326340666,75.2418337613,66.2019079367,2.18389418871,
1000104,21.9339325285,73.7980525682,139.947448705,76.9886352589,73.4472294634,2.20402008184,
1000105,12.9688340703,77.6927246672,141.573368381,78.7676972074,80.5232942396,2.22367581733,
1000106,3.59010189183,80.4410633059,143.205113316,80.5211369603,87.444572864,2.24290159129,
1000107,-6.06189430254,81.9715975566,144.840241976,82.1954339883,94.2293904142,2.26174830671,
1000108,-15.8294952832,82.2924098547,146.477898608,83.8010360354,100.888234077,2.28024509466,
1000109,-25.565580248,81.4517224727,148.121127075,85.3696783828,107.425718484,2.29840477357,
