TL_r3_3 3-th Error Data(Formed-Set)
Theta, R, Z, 
0.0,-0.0246539864846,0.0,
0.0,0.00868991844124,0.901960685795,
0.0,-0.0663510750116,1.42378818793,
0.0,-0.0912406648491,1.25893464295,
0.0,-0.0240909443557,0.530469065782,
0.0,0.0475544731646,-0.359511736165,
0.0,0.183850866772,-0.902837596612,
0.0,0.37201848244,-0.713825996588,
0.0,0.231069753776,0.144606298134,
0.0,-0.339068436408,1.27184295249,
0.0,-0.920665201606,2.14438426249,
0.0,-1.01825798313,2.40757794931,
0.0,-0.359057552691,2.33467483979,
0.0,0.573831852329,2.55897478691,
0.0,0.975468682548,3.14276222904,
0.0,0.673960599361,3.69449404645,
0.0,0.0210972009851,3.9775262091,
0.0,-0.638259654265,3.94425818529,
0.0,-1.00453695039,3.70126869566,
0.0,-0.653588324456,3.57962759253,
0.0,0.173222677847,4.04073833117,
0.0,0.680818680946,4.97154837808,
0.0,0.470338261895,5.75498547167,
0.0,-0.0920494919173,6.04433268174,
0.0,-0.553356832021,5.90395813851,
0.0,-0.719428668312,5.53082819602,
0.0,-0.391707477364,5.24339121189,
0.0,0.267031038308,5.49263590169,
0.0,0.589268372649,6.24748447229,
0.0,0.312550311587,6.90746536017,
0.0,-0.23011402704,7.0937828467,
0.0,-0.613037496373,6.96598396355,
0.0,-0.58747618637,6.91550091131,
0.0,-0.231938070305,7.23915017611,
0.0,0.0448081471126,7.95261384264,
0.0,0.00321187677833,8.57326816341,
0.0,-0.0770147081152,8.71519421675,
0.0,-0.0392125294671,8.3994207219,
0.0,-0.000938545041315,7.79720947713,
0.0,-0.0624395467724,7.2590664429,
0.000329425521464,-0.0823077126165,7.1107106306,
