Node ID,X,Y,Z,R, Theta(Deg.),Theta(turn.), 
1000001,54.1999459827,-2.93565638465e-07,2.39375780309e-07,54.1999459827,0.0,0.0,
1000002,53.3265910259,7.02111293539,0.546523781318,53.7868137864,7.50056401203,0.0208349000334,
1000003,51.9066166768,13.9487953112,1.12410260665,53.7481696941,15.0416601698,0.0417823893605,
1000004,49.8039973849,20.6960619721,1.73620549499,53.9329689213,22.5653382483,0.0626814951342,
1000005,46.8907316087,27.1297264042,2.38259437749,54.1734507445,30.0525290316,0.0834792473101,
1000006,43.0943723372,33.0805631376,3.05674269531,54.3272361218,37.5109509563,0.10419708599,
1000007,38.4452962995,38.3899440159,3.74576032363,54.3307335594,44.958723996,0.124885344433,
1000008,33.0783490519,42.9741002087,4.43457705259,54.2305307438,52.4135298727,0.145593138535,
1000009,27.1603812182,46.8250869633,5.11072628593,54.1320152686,59.8845906088,0.166346085025,
1000010,20.8178217016,49.932757909,5.7643285638,54.0986322637,67.3679089106,0.187133080307,
1000011,14.1476545538,52.264087681,6.38598104368,54.145092026,74.8532885571,0.207925801548,
1000012,7.23833769154,53.7588857338,6.96497663991,54.2439980816,82.3315578742,0.228698771873,
1000013,0.188788637812,54.3299650489,7.48798137773,54.3302930542,89.8009063945,0.249446962207,
1000014,-6.87463417879,53.8938220445,7.94185722682,54.3305130627,97.2693265689,0.270192573802,
1000015,-13.8121943138,52.4740615832,8.32854758024,54.261439815,104.746861919,0.290963505331,
1000016,-20.5001521553,50.1364490419,8.65651457195,54.1656695788,112.239024447,0.311775067909,
1000017,-26.8301320793,46.9493209426,8.93541221154,54.0748992081,119.746674005,0.332629650014,
1000018,-32.701625414,42.9777884997,9.17525974232,54.0045054513,127.26735951,0.353520443083,
1000019,-38.0143830787,38.2838417013,9.38605545472,53.9513285867,134.797652204,0.374437922788,
1000020,-42.6708699541,32.9373682685,9.57430866683,53.9042982617,142.335682028,0.395376894523,
1000021,-46.6072830305,27.0393474683,9.73178870268,53.8828835809,149.879714675,0.416332540763,
1000022,-49.7752124188,20.6943182138,9.84641443723,53.905719341,157.424632771,0.437290646587,
1000023,-52.127676784,14.0032894419,9.90613416587,53.9757982997,164.963374342,0.458231595395,
1000024,-53.6158658634,7.06861483327,9.89877587483,54.079814977,172.489546197,0.479137628325,
1000025,-54.1899633679,0.000238594116884,9.81219557024,54.1899633684,179.999747732,0.499999299255,
1000026,-53.4167921461,-9.86780164758,9.5643140464,54.3205963934,190.46638151,0.529073281971,
1000027,-50.9048578283,-19.4421678311,9.27291584855,54.4913061001,200.903430978,0.55806508605,
1000028,-46.7761827154,-28.4408987635,9.06815069725,54.7439128296,211.300477449,0.586945770691,
1000029,-41.1374492353,-36.5802253994,9.07918810477,55.0490928159,221.644121952,0.615678116535,
1000030,-34.1197146368,-43.5554143777,9.42767706078,55.3283747142,231.926152871,0.64423931353,
1000031,-25.9895684719,-49.1626242416,10.1474842859,55.6095431709,242.137060995,0.672602947209,
1000032,-17.0574683483,-53.3038338447,11.2181461141,55.9665608108,252.255092884,0.700708591345,
1000033,-7.60241335661,-55.8945936715,12.6218474329,56.4092394076,262.254536007,0.728484822241,
1000034,2.1036073305,-56.8429338366,14.3425278807,56.881845003,272.119398772,0.755887218812,
1000035,11.7764051598,-56.1165238057,16.3395686242,57.3388870011,281.851892371,0.782921923254,
1000036,21.1625078778,-53.8316359668,18.5280870514,57.8419983277,291.460980476,0.809613834656,
1000037,30.0559537558,-50.123575756,20.8268871809,58.4442743367,300.948463822,0.835967955062,
1000038,38.2765092332,-45.1136530987,23.1630133067,59.1636109023,310.312813893,0.86198003859,
1000039,45.6502892473,-38.9130759139,25.468051938,59.984801287,319.555167084,0.887653241901,
1000040,52.0294666392,-31.6696278745,27.7005001304,60.9100215766,328.671694629,0.912976929525,
1000041,57.3059042031,-23.5647450865,29.8504623874,61.9617936113,337.647058562,0.937908496005,
1000042,61.3781754396,-14.7713352599,31.9106177964,63.1306008656,346.468460308,0.962412389745,
1000043,64.1445481745,-5.46324506985,33.872060345,64.3767823614,355.131819006,0.986477275017,
1000044,65.5092552557,4.17214569736,35.7230507965,65.6419783666,3.64412510927,1.01012256975,
1000045,65.449970665,13.9256425794,37.4591589048,66.9150370343,12.0115762951,1.03336548971,
1000046,64.0351066517,23.5949819988,39.0917468532,68.2438133417,20.2273021129,1.05618695031,
1000047,61.3279575094,33.0003535712,40.6341223816,69.6429587833,28.2845351052,1.07856815307,
1000048,57.3788851529,41.9684687705,42.0981516973,71.0893018135,36.1827473338,1.10050763148,
1000049,52.2337570889,50.3194311707,43.4929179814,72.528687655,43.9306031261,1.12202945313,
1000050,45.9581102911,57.8683779421,44.825028965,73.8978826975,51.543977349,1.14317771486,
1000051,38.7040049762,64.4937899607,46.1092966026,75.2160152141,59.0311936175,1.16397553783,
1000052,30.649160189,70.1259736211,47.3664941326,76.5311910047,66.3918527963,1.18442181332,
1000053,21.9538009294,74.7102148814,48.6176876406,77.869028393,73.6244305761,1.20451230716,
1000054,12.7649861439,78.1967640093,49.8829882634,79.2318040485,80.7287060415,1.22424640567,
1000055,3.22425210308,80.5368053255,51.1806563834,80.6013201731,87.7074154401,1.24363170956,
1000056,-6.52546481862,81.6875222648,52.5259312966,81.9477454532,94.5672744939,1.26268687359,
1000057,-16.3357598458,81.6579175324,53.9250231738,83.2758821357,101.312750095,1.28142430582,
1000058,-26.0678592865,80.4856235542,55.3798855674,84.6018255517,107.946214881,1.29985059689,
1000059,-35.5903345381,78.1980715287,56.8929021815,85.9162982405,114.471733794,1.31797703832,
1000060,-44.7700140678,74.8142285288,58.4659700976,87.1867131505,120.896967402,1.33582490945,
1000061,-53.4648392451,70.3511476198,60.0992292858,88.3616036915,127.233784472,1.35342717909,
1000062,-61.5202602342,64.834539486,61.7895121287,89.3770660161,133.497479463,1.37082633184,
1000063,-68.7810003443,58.3204688485,63.5291237861,90.1781741614,139.704875439,1.38806909844,
1000064,-75.1584752547,50.9480076716,65.3090928829,90.79920643,145.867658973,1.40518794159,
1000065,-80.604616638,42.8702940902,67.1239719423,91.2960368184,151.993317735,1.42220366037,
