TL_r3_3 3-th Conditioner Data  
Theta, R, Z, 
0.0,-0.0254129948071,0.0,
0.125,0.0102839442684,0.873861788578,
0.25,-0.0585954307939,1.39070515729,
0.375,-0.0874368329654,1.24232727485,
0.499998877942,-0.0248208535644,0.544553706362,
0.625,0.0519227503452,-0.360480316933,
0.75,0.181214493737,-0.881439014177,
0.875,0.352304377047,-0.680679472307,
1.0,0.235765350925,0.150408719354,
1.125,-0.306681284613,1.23777213709,
1.25,-0.875485620088,2.08696776224,
1.375,-0.96342202284,2.36664055659,
1.5,-0.329775951929,2.3188865217,
1.625,0.542044272846,2.55610544855,
1.75,0.913322864967,3.14198107637,
1.875,0.621693956185,3.67274777947,
2.0,0.00808974021491,3.94878784134,
2.125,-0.605016930873,3.91280590705,
2.25,-0.927587858018,3.67496606245,
2.375,-0.573749053195,3.56355587324,
2.5,0.18804748366,4.02598734136,
2.625,0.641723491643,4.94664504558,
2.75,0.406481614697,5.7172739667,
2.875,-0.137973973467,6.00698382279,
3.0,-0.568711809008,5.87871413145,
3.125,-0.6942994093,5.51297701244,
3.25,-0.323879857644,5.2454434153,
3.375,0.33609735516,5.50905601483,
3.5,0.599105827593,6.23989223396,
3.625,0.27707734771,6.86643505409,
3.75,-0.265745237258,7.04783586835,
3.875,-0.637277433578,6.92287196367,
4.0,-0.596890648127,6.89780485951,
4.125,-0.227132544171,7.25033242655,
4.25,0.0701532665202,8.01736717565,
4.375,-0.00605603377405,8.65675779736,
4.5,-0.0816172621515,8.70901164513,
4.625,-0.0418467482073,8.37711411442,
4.75,0.00664440804001,7.74718292383,
4.875,-0.0531454228861,7.21054973575,
4.96538172791,-0.0809463073554,7.0921476919,
