Node ID,X,Y,Z,R, Theta(Deg.),Theta(turn.), 
1000001,54.4000015259,5.71240467194e-18,-5.52143455926e-17,54.4000015259,0.0,0.0,
1000002,53.5703468323,7.05209779739,0.752979099751,54.0325285645,7.49939847571,0.0208316624325,
1000003,52.1913337708,14.0128650665,1.53935933113,54.0397604375,15.0289206077,0.041747001688,
1000004,50.1238021851,20.7953052521,2.36092400551,54.2663824666,22.5325280891,0.0625903558031,
1000005,47.2347145081,27.2644634247,3.21415328979,54.5386947084,29.9940756094,0.0833168766927,
1000006,43.445690155,33.2466125488,4.08745718002,54.7070858209,37.4248555571,0.103957932103,
1000007,38.7836494446,38.5761489868,4.96202993393,54.7018348403,44.8463171802,0.124573103278,
1000008,33.3857460022,43.1642150879,5.81864309311,54.568832682,52.2795221654,0.145220894904,
1000009,27.4270381927,47.0046157837,6.64455795288,54.4212856243,59.7365795432,0.165934943176,
1000010,21.0403900146,50.0924949646,7.43051338196,54.3319064984,67.2160948919,0.1867113747,
1000011,14.3269319534,52.4009017944,8.1674041748,54.3241703855,74.7084769285,0.207523547024,
1000012,7.37682056427,53.8762512207,8.84437179565,54.378929074,82.20345302,0.228342925056,
1000013,0.288188308477,54.437915802,9.44739246368,54.4386786152,89.6966853104,0.249157459196,
1000014,-6.81596183777,54.0063896179,9.96219539642,54.4348000395,97.193074694,0.269980763039,
1000015,-13.7992935181,52.6006660461,10.3897218704,54.3806084013,104.699762656,0.290832674043,
1000016,-20.5388011932,50.2793426514,10.7376909256,54.3125644019,112.219711818,0.311721421717,
1000017,-26.9246501923,47.1048698425,11.0151882172,54.2568479628,119.751832767,0.332643979908,
1000018,-32.8536911011,43.1386566162,11.2317504883,54.2246135405,127.292301872,0.353589727422,
1000019,-38.2235946655,38.4409637451,11.3969392776,54.2102470277,134.837548174,0.374548744928,
1000020,-42.9359359741,33.0826683044,11.5175619125,54.2029292577,142.385304976,0.395514736045,
1000021,-46.9273452759,27.1666297913,11.5892305374,54.2236250066,149.933093622,0.416480815616,
1000022,-50.1487884521,20.7979946136,11.6047000885,54.2904923828,157.474955304,0.4374304314,
1000023,-52.5513687134,14.0777463913,11.556637764,54.4043132215,165.003408254,0.458342800704,
1000024,-54.0830726624,7.1085062027,11.4375448227,54.5482319515,172.51214814,0.479200411501,
1000025,-54.6899871826,0.000770532875322,11.2400255203,54.689987188,179.999192754,0.49999775765,
1000026,-53.9398803711,-9.91672420502,10.8427286148,54.8438885693,190.417369203,0.528937136675,
1000027,-51.4275512695,-19.539144516,10.3935546875,55.0142817639,200.803553992,0.557787649977,
1000028,-47.2801399231,-28.5809822083,10.0026216507,55.2474811655,211.153083983,0.586536344396,
1000029,-41.6089859009,-36.7589111328,9.77867984772,55.5204940123,221.45856468,0.615162679666,
1000030,-34.5457038879,-43.771686554,9.82697868347,55.7616911588,231.718619945,0.643662833181,
1000031,-26.3546447754,-49.4169998169,10.2032585144,56.0054209174,241.928495598,0.672023598883,
1000032,-17.3465270996,-53.5938644409,10.930480957,56.3312019056,252.06498125,0.700180503472,
1000033,-7.80352592468,-56.2077560425,12.0335235596,56.7468664878,262.095944384,0.728044289955,
1000034,1.99148261547,-57.1508140564,13.5386772156,57.1855012247,271.995726586,0.755543684962,
1000035,11.7357034683,-56.3803634644,15.4293546677,57.5888194033,281.758348702,0.782662079727,
1000036,21.1643810272,-54.0298271179,17.6027812958,58.0271767593,291.391104027,0.809419733409,
1000037,30.0781230927,-50.2633476257,19.9555702209,58.5755717285,300.896751934,0.835824310928,
1000038,38.3174743652,-45.2290229797,22.3970317841,59.278101871,310.270862472,0.861863506867,
1000039,45.7390975952,-39.0551300049,24.8465442657,60.1445610885,319.507062663,0.887519618507,
1000040,52.2126579285,-31.8804836273,27.2594966888,61.1761954053,328.592212859,0.912756146831,
1000041,57.6202735901,-23.8577156067,29.6255474091,62.3641445269,337.507964402,0.937522123338,
1000042,61.8409690857,-15.1368684769,31.9345169067,63.6665551506,346.246084168,0.961794678244,
1000043,64.7503890991,-5.87868261337,34.1724815369,65.0167039903,354.812343217,0.985589842269,
1000044,66.2340087891,3.73139262199,36.3206062317,66.3390323352,3.22443565863,1.00895676572,
1000045,66.2703094482,13.4782047272,38.367767334,67.6270354003,11.4961460085,1.03193373891,
1000046,64.9386749268,23.1542720795,40.3200187683,68.9431056508,19.6239961064,1.0545111003,
1000047,62.3115882874,32.5794219971,42.1864128113,70.3146696825,27.6026796995,1.07667411028,
1000048,58.4461402893,41.5836791992,43.9750785828,71.7297266861,35.4313631089,1.09842045308,
1000049,53.3920936584,49.9928627014,45.6913566589,73.1437077698,43.116829979,1.11976897216,
1000050,47.2132339478,57.629119873,47.3383026123,74.4996974299,50.6736079746,1.14076002215,
1000051,40.0539627075,64.3698501587,48.928730011,75.8142304454,58.108174156,1.16141159488,
1000052,32.084197998,70.1404190063,50.4831008911,77.1302414074,65.419312357,1.1817203121,
1000053,23.4577999115,74.8790740967,52.0225105286,78.4674716954,72.6054902235,1.20168191729,
1000054,14.3178730011,78.5277252197,53.5671424866,79.8223346906,79.666831002,1.22129675278,
1000055,4.80375480652,81.0292739868,55.1353759766,81.1715424461,86.6072372026,1.2405756589,
1000056,-4.94088888168,82.331703186,56.7424240112,82.479826215,93.4343145506,1.25953976264,
1000057,-14.7647304535,82.4363708496,58.3942451477,83.7481492585,100.154271507,1.27820630974,
1000058,-24.5255489349,81.3871307373,60.0910453796,85.0021623267,106.769881747,1.29658300485,
1000059,-34.0917243958,79.217918396,61.8338737488,86.2422417802,113.284805826,1.31468001618,
1000060,-43.3316040039,75.9523468018,63.6236305237,87.4436212096,119.705207907,1.33251446641,
1000061,-52.1064605713,71.6089859009,65.4599456787,88.5603189641,126.041604169,1.35011556714,
1000062,-60.2648658752,66.2108840942,67.3395614624,89.5306385072,132.308329178,1.36752313661,
1000063,-67.6462249756,59.802230835,69.2548446655,90.2901908642,138.521906725,1.38478307424,
1000064,-74.143157959,52.5044937134,71.196975708,90.8511405114,144.695773444,1.40193270401,
1000065,-79.7061538696,44.4767494202,73.1613922119,91.2756933892,150.83809054,1.41899469595,
1000066,-84.2919387817,35.8581542969,75.146697998,91.6020642407,156.954889528,1.43598580424,
1000067,-87.8519439697,26.7720413208,77.1532058716,91.8406568778,163.051900341,1.45292194539,
1000068,-90.3254165649,17.336971283,79.1810531616,91.9741890472,169.134844775,1.46981901326,
1000069,-91.6384124756,7.67661428452,81.2289047241,91.9593880358,175.211472568,1.48669853491,
1000070,-91.7075958252,-2.06852579117,83.2921142578,91.730921346,181.292125301,1.50358923695,
1000071,-90.4975128174,-11.737033844,85.3625335693,91.2554534786,187.38970109,1.52052694747,
1000072,-88.0834960938,-21.1772766113,87.4351806641,90.59348392,193.518633838,1.53755176066,
1000073,-84.5540390015,-30.2599334717,89.5099563599,89.8056183386,199.691112962,1.55469753601,
1000074,-79.9887619019,-38.8673667908,91.5898361206,88.9318516159,205.915596328,1.57198776758,
1000075,-74.4552612305,-46.8840179443,93.679725647,87.9869141606,212.198367639,1.58943991011,
1000076,-68.0121459961,-54.1847953796,95.7848510742,86.957714168,218.544084184,1.60706690051,
1000077,-60.7163162231,-60.6261291504,97.9092025757,85.8020896684,224.95741525,1.62488170903,
1000078,-52.648223877,-66.0616607666,100.051513672,84.4747210746,231.446703244,1.64290750901,
1000079,-43.9547996521,-70.4256973267,102.200660706,83.0168853692,238.030470704,1.66119575195,
1000080,-34.7915420532,-73.6928024292,104.347373962,81.4928250112,244.72726011,1.67979794475,
1000081,-25.302734375,-75.8467483521,106.486373901,79.9559729003,251.551125147,1.69875312541,
1000082,-15.6241283417,-76.8692703247,108.615089417,78.4410486078,258.510809134,1.71808558093,
1000083,-5.89035749435,-76.7322616577,110.732131958,76.9580164149,265.610294588,1.73780637385,
1000084,3.75481843948,-75.3949508667,112.835655212,75.4883916752,272.851088156,1.75791968932,
1000085,13.1579113007,-72.8502731323,114.91985321,74.029000569,280.23814622,1.77843929506,
1000086,22.1784057617,-69.1574630737,116.977920532,72.6266919316,287.780750837,1.79939097455,
1000087,30.6874370575,-64.3904037476,119.00629425,71.3291166911,295.481722445,1.82078256235,
1000088,38.5629310608,-58.6263694763,121.004081726,70.1722940339,303.335899185,1.84259971996,
1000089,45.6831169128,-51.9426994324,122.972068787,69.1736307793,311.331325058,1.86480923627,
1000090,51.91979599,-44.4208526611,124.911048889,68.3291838586,319.450802695,1.88736334082,
1000091,57.1678199768,-36.1719512939,126.821533203,67.6503488632,327.67712335,1.91021423153,
1000092,61.359954834,-27.3337497711,128.705963135,67.1727469572,335.988671905,1.9333018664,
1000093,64.4451065063,-18.0466060638,130.569137573,66.9242238882,344.356124286,1.95654478968,
1000094,66.3827667236,-8.45126342773,132.417266846,66.9185741884,352.74464153,1.97984622647,
1000095,67.1404800415,1.3099347353,134.256866455,67.1532574728,1.11771930629,2.00310477585,
1000096,66.7028503418,11.0917291641,136.091537476,67.6187599677,9.44108222149,2.02622522839,
1000097,65.0865478516,20.7506046295,137.918319702,68.3143199024,17.6830911184,2.04911969755,
1000098,62.3184165955,30.1467533112,139.733200073,69.227247397,25.8155390355,2.07170983065,
1000099,58.4329986572,39.1419029236,141.531433105,70.3313862835,33.8165313551,2.09393480932,
1000100,53.4768829346,47.5989379883,143.306884766,71.5921497513,41.6717801241,2.11575494479,
1000101,47.5152206421,55.3866653442,145.052627563,72.9751936662,49.3743024224,2.13715084006,
1000102,40.6542320251,62.4020805359,146.772903442,74.4767496388,56.9162228256,2.15810061896,
1000103,33.0130195618,68.5619049072,148.481307983,76.095954328,64.2888712188,2.17858019783,
1000104,24.6997070312,73.7787399292,150.190155029,77.8034574615,71.4904422432,2.19858456179,
1000105,15.821893692,77.9580688477,151.909133911,79.5474249643,78.5274241071,2.21813173363,
1000106,6.49704504013,81.0018768311,153.644485474,81.2620184613,85.4142045177,2.23726167922,
1000107,-3.13871455193,82.818977356,155.398010254,82.8784322929,92.1703850733,2.25602884743,
1000108,-12.9257202148,83.3844070435,157.167739868,84.3802914256,98.8114960023,2.27447637778,
1000109,-22.7065963745,82.7554244995,158.953094482,85.814041992,105.343325162,2.29262034767,
1000110,-32.3430862427,80.9825210571,160.755447388,87.2023161646,111.770954446,2.31047487346,
1000111,-41.7043991089,78.1011657715,162.576568604,88.5384040962,118.101290291,2.3280591397,
1000112,-50.656337738,74.1360702515,164.417282104,89.7898739578,124.34435338,2.34540098161,
1000113,-59.0537261963,69.1094970703,166.276031494,90.9036036853,130.5137263,2.36253812861,
1000114,-66.7379379272,63.0534744263,168.147659302,91.8133595726,136.626051566,2.37951680991,
1000115,-73.5754013062,56.0562820435,170.024780273,92.496737423,142.696626513,2.39637951809,
1000116,-79.504234314,48.2740135193,171.904510498,93.0123844179,148.734380336,2.41315105649,
1000117,-84.4784240723,39.849822998,173.787490845,93.4056343413,154.745999014,2.42984999726,
1000118,-88.4494934082,30.9100170135,175.676086426,93.6949413573,160.737257802,2.44649238278,
1000119,-91.3589172363,21.5724582672,177.572998047,93.8713093244,166.714181396,2.46309494832,
1000120,-93.1347961426,11.9571504593,179.479827881,93.8992209745,172.684077456,2.47967799293,
1000121,-93.6934890747,2.19768548012,181.395629883,93.7192601148,178.656309861,2.49626752739,
1000122,-92.9606781006,-7.54916095734,183.315063477,93.2667009392,184.642694029,2.5128963723,
1000123,-90.9746551514,-17.1212615967,185.229232788,92.5717315306,190.658292785,2.52960636885,
1000124,-87.8300552368,-26.3807239532,187.132476807,91.7063858147,196.718218728,2.54643949647,
1000125,-83.6153335571,-35.2080116272,189.023025513,90.7255646916,202.834559477,2.56342933188,
1000126,-78.4067153931,-43.4904060364,190.901260376,89.6606292413,209.016126723,2.58060035201,
1000127,-72.2678451538,-51.1113357544,192.768615723,88.5155923314,215.269808221,2.5979716895,
1000128,-65.2552337646,-57.9388275146,194.625793457,87.2648455419,221.601237229,2.6155589923,
1000129,-57.4295082092,-63.8190574646,196.4712677,85.8546475668,228.016579015,2.63337938615,
1000130,-48.9042358398,-68.6362609863,198.300521851,84.2766907588,234.529629577,2.65147119327,
1000131,-39.8401603699,-72.351852417,200.11126709,82.5955744969,241.160856464,2.66989126796,
1000132,-30.3909549713,-74.9483032227,201.905654907,80.8755729502,247.927827844,2.68868841068,
