TL_r3_2 2-th Conditioner Data  
Theta, R, Z, 
0.0,-0.0302500669096,0.0,
0.125,0.00649557012271,0.752204103118,
0.25,-0.0557202866621,1.23465886374,
0.375,-0.0849638767463,1.16691483062,
0.499999047838,-0.0299010866693,0.607557535902,
0.625,0.0428446870208,-0.17394925482,
0.75,0.142721609574,-0.678502238816,
0.875,0.291485942078,-0.565460148258,
1.0,0.256020780966,0.0993339037622,
1.125,-0.202960812946,1.03890691287,
1.25,-0.739685298026,1.82318806453,
1.375,-0.878593830349,2.12806633982,
1.5,-0.389174404306,2.18017795434,
1.625,0.359319093747,2.50731510206,
1.75,0.704621417585,3.07812001634,
1.875,0.515091743941,3.5426119955,
2.0,0.069670000459,3.72402825958,
2.125,-0.410097108892,3.60752740923,
2.25,-0.625845280522,3.29593280061,
2.375,-0.342235798169,3.15800118968,
2.5,0.206201602984,3.59558098415,
2.625,0.40913529001,4.44761855362,
2.75,0.120317405413,5.13269746462,
2.875,-0.301285440846,5.38573977019,
3.0,-0.572480297376,5.26298439778,
3.125,-0.508136718479,4.95723411042,
3.25,-0.051968615672,4.77308990067,
3.375,0.497020294598,5.05775341946,
3.5,0.581421368936,5.68031161659,
3.625,0.1143855895,6.13143936995,
3.75,-0.445230433778,6.21443488649,
3.875,-0.712807340681,6.11525001074,
4.0,-0.537304501737,6.19738858995,
4.125,-0.121125464004,6.73427523238,
4.25,0.0744477035324,7.59185561103,
4.375,-0.0582243224041,8.13792252121,
4.5,-0.107769634311,8.06384961485,
4.625,-0.0318592858733,7.60010294765,
4.75,0.00308240230976,6.89204963433,
4.875,-0.0523804218108,6.40689947104,
4.96523052485,-0.0634925985202,6.3760426362,
