TL_r3_5 5-th Error Data(Design-Set)
Theta, R, Z, 
0.0,5.4017269882e-05,0.0,
0.0,-0.000178753311893,0.000426053583368,
0.0,-0.000298919246305,-8.05887305146e-05,
0.0,-6.61238044088e-05,-0.001108607741,
0.0,3.34830335618e-05,-0.00218935639128,
0.0,-0.000245624034662,-0.0029286668558,
0.0,-0.000308900335419,-0.00285113234976,
0.0,-7.10918716678e-05,-0.00199512476711,
0.0,-0.000346936191903,-0.00064005175669,
0.0,-0.00100880664515,-2.99579332221e-05,
0.0,-0.00129936132808,-0.000250876299013,
0.0,-0.000976867776643,-0.000590591510765,
0.0,-3.09683795621e-05,-0.000775555792529,
0.0,0.000712785371249,-0.00103666666229,
0.0,0.000910779351514,-0.00128674731734,
0.0,0.000312862522463,-0.00143982814619,
0.0,-0.000143794093105,-0.00173638219196,
0.0,-0.000605096406204,-0.00191426094028,
0.0,-0.000947768936669,-0.00185592678068,
0.0,-0.00118417186,-0.00173022550342,
0.0,-0.000348552657442,-0.00158224978406,
0.0,0.000117057205983,-0.00134478007396,
0.0,0.000409596425243,-0.00132006341673,
0.0,0.000449984345948,-0.00155581592449,
0.0,0.000126844559205,-0.00181015885082,
0.0,6.05811030994e-05,-0.00188913802586,
0.0,-0.000331222106027,-0.00215896991932,
0.0,-0.000369630844091,-0.00248810869314,
0.0,4.13105098573e-07,-0.002505717129,
0.0,0.000115364536768,-0.00247014616787,
0.0,0.000224723505269,-0.00242422915284,
0.0,0.000334144612054,-0.00235638530125,
0.0,0.000305927866734,-0.00244469870705,
0.0,0.000197008629108,-0.00272632622836,
0.0,0.000331433688842,-0.00294771839407,
0.0,0.000314515458648,-0.00278679217433,
0.0,5.25508399036e-05,-0.00267448383232,
0.0,-8.56620225917e-05,-0.00258550775152,
0.0,1.73454820001e-05,-0.00250192903638,
0.0,3.87978534633e-06,-0.00256648000413,
0.000132807356458,-5.50129259196e-05,-0.00262372605619,
