TL_r3_2 2-th Error Data(Formed-Set)
Theta, R, Z, 
0.0,-0.0254127142745,0.0,
0.0,0.00972122202664,0.87373680138,
0.0,-0.0605369508934,1.38891963835,
0.0,-0.0872923664036,1.24172056748,
-1.69896162028e-07,-0.0248224031075,0.544549473675,
0.0,0.0464829060001,-0.317116845444,
0.0,0.180128766403,-0.851363128633,
0.0,0.363635309889,-0.681696285719,
0.0,0.231843492467,0.137066442258,
0.0,-0.315458529711,1.23005889552,
0.0,-0.879532875636,2.09010637961,
0.0,-0.983840265665,2.36564194392,
0.0,-0.360897526995,2.31445528578,
0.0,0.530938961624,2.54969100289,
0.0,0.919516155121,3.12676250382,
0.0,0.640968216688,3.66429376547,
0.0,0.0272743119721,3.93796093449,
0.0,-0.597242768266,3.90541331992,
0.0,-0.942826812355,3.66969272184,
0.0,-0.607911736807,3.55510185201,
0.0,0.170072697433,4.01390485308,
0.0,0.632766360802,4.93343760187,
0.0,0.4162945533,5.70717026624,
0.0,-0.120179524028,5.99776702041,
0.0,-0.550350246864,5.86739769497,
0.0,-0.688809393918,5.50762798498,
0.0,-0.346601879557,5.23218830373,
0.0,0.298131412519,5.48219416596,
0.0,0.5878818719,6.21824556103,
0.0,0.28479851148,6.8555401796,
0.0,-0.259016905701,7.03929484309,
0.0,-0.629407481461,6.92437848922,
0.0,-0.585754344297,6.89275294922,
0.0,-0.218536427828,7.24007972063,
0.0,0.0517884936091,7.97042446202,
0.0,0.000483199846428,8.58280997371,
0.0,-0.0795170868308,8.70631955026,
0.0,-0.038598154525,8.37208841417,
0.0,-0.00119929883691,7.75960482982,
0.0,-0.063635572063,7.22769888145,
0.000352085859168,-0.0805047866665,7.09195588578,
