TL_r3_3 3-th Error Data(Design-Set)
Theta, R, Z, 
0.0,0.000758763759542,0.0,
0.0,-0.000967499522666,0.028260881201,
0.0,-0.00574227742514,0.0350192290477,
0.0,-0.00395467669395,0.0172427235837,
0.0,0.000730472838612,-0.0140803981546,
0.0,0.000803706192187,-0.0432172637095,
0.0,0.00367681892824,-0.051521648777,
0.0,0.00939226904869,-0.0326757223306,
0.0,-0.00100224316756,0.00754757720417,
0.0,-0.0236254994448,0.0422206929817,
0.0,-0.0414130439477,0.0545001912729,
0.0,-0.0351152053599,0.0421820310419,
0.0,0.00212688938227,0.0202005341761,
0.0,0.0433863949422,0.00906437513792,
0.0,0.0565233040236,0.015830986405,
0.0,0.0332968482786,0.0300352561294,
0.0,-0.00362759589368,0.0393727620022,
0.0,-0.0418423110365,0.0388357736354,
0.0,-0.0624997600031,0.0317850046908,
0.0,-0.0466735900686,0.02463420848,
0.0,0.00620945133831,0.026824551608,
0.0,0.0475403531051,0.0380661528066,
0.0,0.0540592579166,0.047890719455,
0.0,0.0293768802333,0.0465947023012,
0.0,-0.0056287029701,0.0364625549329,
0.0,-0.0313721373915,0.0232116282008,
0.0,-0.0457548131066,0.0108639470747,
0.0,-0.0305338747837,0.0102841686119,
0.0,0.00361215522612,0.0301484148257,
0.0,0.0267318748865,0.0515152740786,
0.0,0.0293284825435,0.0549359018778,
0.0,0.0163518779325,0.0419048544798,
0.0,-0.00234369720681,0.0219641503506,
0.0,-0.0144845156551,-0.00175406202436,
0.0,-0.00615805343191,-0.0186748575147,
0.0,0.00343976125338,-0.00946281101392,
0.0,0.00242954624406,0.00909834133438,
0.0,-0.000919548260995,0.0276893851279,
0.0,0.000414483106688,0.0378523089989,
0.0,0.00123539853489,0.0314074533453,
0.000130521479814,-0.00184469252187,0.0187648298206,
