TL_r3_1 1-th Error Data(Design-Set)
Theta, R, Z, 
0.0,-0.23025006691,0.0,
0.0,-0.363504429877,-0.477795896882,
0.0,-0.165720286662,-0.735341136261,
0.0,-0.344963876746,-0.843085169382,
-9.52161548384e-07,-0.529901086669,-0.822442464098,
0.0,-0.427155312979,-0.74394925482,
0.0,-0.177278390426,0.0914977611844,
0.0,0.171485942078,0.114539851742,
0.0,-0.483979219034,-0.480666096238,
0.0,-0.972960812946,-1.39109308713,
0.0,-1.51968529803,-2.47681193547,
0.0,-1.19859383035,-3.83193366018,
0.0,-0.0991744043055,-4.77982204566,
0.0,1.00931909375,-5.00268489794,
0.0,0.664621417585,-5.00187998366,
0.0,-0.164908256059,-5.4073880045,
0.0,-1.33032999954,-5.59597174042,
0.0,-1.92009710889,-6.38247259077,
0.0,-2.15584528052,-7.34406719939,
0.0,-0.882235798169,-8.61199881032,
0.0,0.586201602984,-9.67441901585,
0.0,1.40913529001,-10.4223814464,
0.0,1.18031740541,-10.5773025354,
0.0,-0.0512854408465,-10.9842602298,
0.0,-1.54248029738,-11.5070156022,
0.0,-2.25813671848,-12.3727658896,
0.0,-2.00196861567,-12.7469100993,
0.0,-1.0829797054,-13.3522465805,
0.0,-0.0485786310636,-13.6096883834,
0.0,0.9343855895,-13.5485606301,
0.0,0.704769566222,-13.8055651135,
0.0,0.387192659319,-15.0547499893,
0.0,0.262695498263,-16.8726114101,
0.0,0.0288745359962,-17.9957247676,
0.0,0.364447703532,-17.788144389,
0.0,0.281775677596,-15.9420774788,
0.0,-0.287769634311,-14.3961503852,
0.0,-0.891859285873,-13.2298970523,
0.0,-0.66691759769,-12.6579503657,
0.0,-0.562380421811,-13.583100529,
0.000230524850968,-0.60349259852,-14.0139573638,
